id,area,ascensor,balcon,banos,banoservicio,cuartoservicio,estudio,habitaciones,halldealcobas,piscina,remodelado,saloncomunal,terraza,zonalavanderia,valorventa,latitud,longitud,1.0,2.0,3.0,4.0,5.0,6.0
1168900,161.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,600000000.0,4.6653237999999995,-74.0797551,0,0,0,1,0,0
1068032,249.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,900000000.0,4.6627981,-74.0784249,0,0,1,0,0,0
905832,380.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000000.0,4.6521615,-74.0995786,0,0,0,1,0,0
1268740,271.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1300000000.0,4.6929943,-74.05917609999999,0,0,0,0,1,0
1121355,105.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,430000000.0,4.681,-74.066,0,0,1,0,0,0
1194398,170.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,650000000.0,4.6895473,-74.07680069999999,0,0,0,1,0,0
1205093,400.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,880000000.0,4.6780282,-74.0932122,0,0,1,0,0,0
1064362,60.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,240000000.0,4.690549400000001,-74.0983963,0,0,1,0,0,0
1106767,160.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,500000000.0,4.698721,-74.0925337,0,0,0,0,1,0
1106768,180.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,630000000.0,4.6986906,-74.09257209999998,0,0,0,1,0,0
1161726,72.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,199990000.0,4.6941,-74.1102307,0,1,0,0,0,0
1204985,108.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,185000000.0,4.7219999999999995,-74.10300000000001,0,1,0,0,0,0
1106953,116.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,280000000.0,4.7097312,-74.11903570000001,0,0,1,0,0,0
908010,120.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,350000000.0,4.697,-74.11,0,0,1,0,0,0
1170456,75.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,350000000.0,4.6957334,-74.1083891,0,0,1,0,0,0
1106793,140.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,439000000.0,4.6955531175,-74.1190052032,0,0,1,0,0,0
1106864,144.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,315000000.0,4.703846599999999,-74.1239468,0,1,0,0,0,0
1205139,96.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,240000000.0,4.6957580000000005,-74.124487,0,1,0,0,0,0
1204778,101.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,170000000.0,4.7111276037,-74.1360465918,0,1,0,0,0,0
1099789,108.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,215000000.0,4.710143799999999,-74.1353395,0,1,0,0,0,0
907409,93.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,360000000.0,4.711919,-74.114715,0,0,1,0,0,0
988735,110.9,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,290000000.0,4.716,-74.123,0,0,1,0,0,0
988769,100.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,250000000.0,4.7192019,-74.125749,0,0,1,0,0,0
1071514,188.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,360000000.0,4.713377400000001,-74.1277198,0,0,1,0,0,0
1106967,144.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,350000000.0,4.727,-74.113,0,0,1,0,0,0
1205405,116.82,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,250000000.0,4.716,-74.101,0,1,0,0,0,0
1106074,208.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,550000000.0,4.608259400000001,-74.0821114,0,0,1,0,0,0
958870,240.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,700000000.0,4.667,-74.127,0,0,0,1,0,0
958849,98.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,360000000.0,4.670782099999999,-74.1323917,0,0,1,0,0,0
958812,162.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,350000000.0,4.6729701,-74.1395748,0,0,1,0,0,0
1077293,210.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,650000000.0,4.694,-74.15100000000001,0,1,0,0,0,0
1143187,235.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,520000000.0,4.6345382404,-74.1280813014,0,0,1,0,0,0
988760,244.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,620000000.0,4.643,-74.138,0,0,1,0,0,0
1143200,140.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,430000000.0,4.650154799999999,-74.1423467,0,1,0,0,0,0
1142306,330.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,600000000.0,4.637,-74.119,0,0,1,0,0,0
1205280,167.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,650000000.0,4.6305797344999995,-74.0704011509,0,0,1,0,0,0
905804,245.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,750000000.0,4.624,-74.071,0,0,0,1,0,0
905747,173.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,750000000.0,4.649889,-74.0727501,0,0,0,1,0,0
1100797,172.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,450000000.0,4.648,-74.067,0,0,1,0,0,0
905834,242.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,620000000.0,4.6419999999999995,-74.069,0,0,1,0,0,0
1204975,182.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,780000000.0,4.668820538,-74.0661334991,0,0,0,1,0,0
1124104,391.5,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000000.0,4.6944422,-74.03993249999999,0,0,0,0,0,1
1068246,130.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,350000000.0,4.704210099999999,-74.0538397,0,0,1,0,0,0
898187,131.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,390000000.0,4.704210099999999,-74.0538397,0,1,0,0,0,0
1088345,162.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,190000000.0,4.704210099999999,-74.0538397,0,1,0,0,0,0
1060362,195.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,140000000.0,4.704210099999999,-74.0538397,0,0,1,0,0,0
1087264,203.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,450000000.0,4.704210099999999,-74.0538397,0,0,1,0,0,0
1157044,120.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,440000000.0,4.704210099999999,-74.0538397,0,0,0,1,0,0
1174113,130.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,850000000.0,4.722022900000001,-74.0415651,0,0,0,1,0,0
1167868,69.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,240000000.0,4.7531395075,-74.0282669448,0,0,1,0,0,0
1170308,170.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,980000000.0,4.718857,-74.070658,0,0,0,1,0,0
1071350,64.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,390000000.0,4.7109886,-74.072092,0,0,1,0,0,0
930898,84.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,140000000.0,4.7109886,-74.072092,0,1,0,0,0,0
958767,168.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,380000000.0,4.7109886,-74.072092,0,0,1,0,0,0
1100653,205.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,800000000.0,4.7109886,-74.072092,0,0,0,1,0,0
1205013,480.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,312000000.0,4.7109886,-74.072092,0,1,0,0,0,0
905612,264.96,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1275000000.0,4.7109886,-74.072092,0,0,1,0,0,0
1068168,210.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1150000000.0,4.7109886,-74.072092,0,0,1,0,0,0
1135181,54.58,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,115000000.0,4.7109886,-74.072092,0,1,0,0,0,0
905658,260.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,700000000.0,4.7109886,-74.072092,1,0,0,0,0,0
1194445,442.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000000.0,4.706,-74.07600000000001,0,0,0,0,1,0
904378,110.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,450000000.0,4.7651426,-74.0460757,0,0,0,1,0,0
1150874,118.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,320000000.0,4.754035,-74.0546811,0,0,0,1,0,0
1170264,92.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,175000000.0,4.7395916,-74.0996411,0,0,1,0,0,0
1161755,66.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,220000000.0,4.7403621,-74.0916885,0,0,1,0,0,0
1204345,110.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,249500000.0,4.7452046121,-74.0968566482,0,0,1,0,0,0
1204418,149.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,360000000.0,4.7421736,-74.08524140000002,0,0,0,1,0,0
1170520,125.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,335000000.0,4.7435418,-74.0946815,0,0,1,0,0,0
1144016,100.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,515000000.0,4.755253700000001,-74.0854536,0,0,1,0,0,0
1170272,64.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,180000000.0,4.7533045921,-74.1119944691,0,0,1,0,0,0
286522,144.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,110000000.0,4.4867553711,-74.094543457,1,0,0,0,0,0
623381,160.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85000000.0,4.6066823006,-74.0482711792,0,1,0,0,0,0
1026101,287.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,330000000.0,4.5755386353,-74.079788208,0,0,1,0,0,0
685477,268.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000000.0,4.5728492737,-74.0900268555,0,0,1,0,0,0
1047276,250.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,800000000.0,4.5806918144,-74.0973815918,0,0,1,0,0,0
803599,47.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,140000000.0,4.5589818954000005,-74.0932159424,0,1,0,0,0,0
651767,36.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,90000000.0,4.5434508324000005,-74.1012268066,0,1,0,0,0,0
529691,40.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,210000000.0,4.5590629578,-74.0874633789,0,1,0,0,0,0
572749,90.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,140000000.0,4.5564379692,-74.0864715576,0,1,0,0,0,0
688973,110.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,165000000.0,4.5560431480000005,-74.0885162354,0,1,0,0,0,0
317346,143.76,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,224900000.0,4.5517101288,-74.0921707153,0,1,0,0,0,0
550325,392.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,220000000.0,4.5413246155,-74.0936965942,0,1,0,0,0,0
838976,84.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90000000.0,4.5537519455,-74.1003265381,0,1,0,0,0,0
429028,72.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,110000000.0,4.5246181488,-74.0904541016,0,1,0,0,0,0
318513,67.82,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,142000000.0,4.5473351479,-74.089050293,0,1,0,0,0,0
952745,140.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,120000000.0,4.5054411888,-74.0885009766,0,1,0,0,0,0
946807,150.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,350000000.0,4.5575942993,-74.1008682251,0,1,0,0,0,0
396574,144.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,150000000.0,4.5578479767,-74.0996322632,0,1,0,0,0,0
540598,140.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,385000000.0,4.574937820400001,-74.0967636108,0,0,1,0,0,0
777119,133.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,800000000.0,4.5658259392,-74.1005020142,0,0,1,0,0,0
314990,108.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,159950000.0,4.5594701767000005,-74.0970611572,0,1,0,0,0,0
624689,120.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,165000000.0,4.5596823692,-74.0990447998,0,1,0,0,0,0
205768,145.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,210000000.0,4.5631422997,-74.10301971439999,0,1,0,0,0,0
1250709,114.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,620000000.0,4.5697937012,-74.1030731201,0,0,1,0,0,0
87050,141.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,380000000.0,4.5932469368,-74.0958023071,0,0,1,0,0,0
1043791,102.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,198000000.0,4.5860962868,-74.0950622559,0,1,0,0,0,0
589926,160.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,510000000.0,4.5823869705,-74.1027603149,0,0,1,0,0,0
702010,220.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,750000000.0,4.5895152092,-74.1020965576,0,0,1,0,0,0
654932,273.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000000.0,4.5930228233,-74.1108551025,0,0,1,0,0,0
788351,146.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,500000000.0,4.5940656662,-74.1063613892,0,0,1,0,0,0
